titre,type_offre,type_bien,zone,prix,pieces,surface_m2,source,raison_rejet
Villa Lomé,LOCATION,Appartement,non spécifié,500,3.0,120.0,immoask,zone_invalide
Espace commercial 2 pièce(s) 10 m² - Kpomé,LOCATION,Commerce,kpomé,5003,2.0,10.0,immoask,prix_m2_trop_bas
Espace commercial 2 pièce(s) 10 m² - Kpomé,LOCATION,Commerce,kpomé,5003,2.0,10.0,immoask,prix_m2_trop_bas
Espace commercial 2 pièce(s) 10 m² - Kpomé,LOCATION,Commerce,kpomé,5003,2.0,10.0,immoask,prix_m2_trop_bas
Terrain urbain 2 pièce(s) 600 m² - Ablogame,BAILLER,Terrain,ablogame,400000,2.0,600.0,immoask,prix_m2_trop_bas
Villa 3 pièce(s) 900 m² - Agoe,LOCATION,Villa,agoe,90000,3.0,900.0,immoask,prix_m2_trop_bas
"terrain,vendre,lome,agbelouve",VENTE,Terrain,agbelouve,2800000,2.0,10000.0,immoask,prix_m2_trop_bas
"villa,vendre,lome,forever",VENTE,Villa,tokoin,250000000,5.0,10.0,immoask,prix_m2_trop_eleve
"2 chambres salon,louer,lome,tokoin",LOCATION,Maison,tokoin,35000,2.0,80.0,immoask,prix_m2_trop_bas
"maison,vendre,lome,agoe",VENTE,Maison,agoe,35000000,3.0,10.0,immoask,prix_m2_trop_eleve
"terrain,vendre,kpalime,avetonou",VENTE,Terrain,avetonou,550000,2.0,10000.0,immoask,prix_m2_trop_bas
"terrain,vendre,kpalime,avetonou",VENTE,Terrain,avetonou,550000,2.0,10000.0,immoask,prix_m2_trop_bas
"terrain,vendre,kpalime,avetonou",VENTE,Terrain,avetonou,550000,2.0,10000.0,immoask,prix_m2_trop_bas
"terrain,vendre,kpalime,avetonou",VENTE,Terrain,avetonou,550000,2.0,10000.0,immoask,prix_m2_trop_bas
"terrain,vendre,kpalime,avetonou",VENTE,Terrain,avetonou,550000,2.0,10000.0,immoask,prix_m2_trop_bas
"terrain,vendre,kpalime,avetonou",VENTE,Terrain,avetonou,550000,2.0,10000.0,immoask,prix_m2_trop_bas
"villa,louer,lome,sagbado",LOCATION,Villa,sagbado,100000,4.0,300.0,immoask,prix_m2_trop_bas
"boutique,louer,akepe,noepe",LOCATION,Boutique,noepe,60000,1.0,80.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avepozo",LOCATION,Villa,avepozo,250000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,150000,3.0,200.0,immoask,prix_m2_trop_bas
"villa,louer,lome,apedokoe",LOCATION,Villa,adidogome,500000,3.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,110000,3.0,150.0,immoask,prix_m2_trop_bas
"villa meublée,louer,lome,agbavi",LOCATION,Villa,agbavi,500000,2.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avepozo",LOCATION,Villa,avepozo,550000,3.0,600.0,immoask,prix_m2_trop_bas
"appartement meublé,louer,lome,super taco",LOCATION,Appartement,super taco,200000,2.0,300.0,immoask,prix_m2_trop_bas
"appartement meublé,louer,lome,super taco",LOCATION,Appartement,super taco,200000,2.0,300.0,immoask,prix_m2_trop_bas
"villa meublée,louer,lome,gbossime",LOCATION,Villa,gbossime,250000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avepozo",LOCATION,Appartement,avepozo,250000,2.0,1200.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avepozo",LOCATION,Villa,avepozo,250000,6.0,1200.0,immoask,prix_m2_trop_bas
"villa,louer,lome,baguida",LOCATION,Villa,baguida,150000,3.0,300.0,immoask,prix_m2_trop_bas
"villa meublée,louer,lome,baguida",LOCATION,Villa,baguida,500000,3.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lomé,atiegou",LOCATION,Villa,attiégou,250000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,atiegou",LOCATION,Villa,attiégou,250000,3.0,300.0,immoask,prix_m2_trop_bas
"chambre salon,louer,lome,kagome",LOCATION,Chambre Salon,kagome,30000,1.0,50.0,immoask,prix_m2_trop_bas
"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,375000,3.0,400.0,immoask,prix_m2_trop_bas
"villa,louer,lome,segbe,akato-deme",LOCATION,Villa,segbe,140000,4.0,300.0,immoask,prix_m2_trop_bas
"terrain,bailler,lome,sagbado",BAILLER,Terrain,sagbado,75000,2.0,600.0,immoask,prix_m2_trop_bas
"terrain,bailler,lome,agoe",BAILLER,Terrain,agoe,75000,2.0,600.0,immoask,prix_m2_trop_bas
"terrain,bailler,lome,avedji",BAILLER,Terrain,avedji,150000,2.0,1200.0,immoask,prix_m2_trop_bas
"chambre,louer,lome,zanguera",LOCATION,Chambre,zanguera,15000,1.0,16.0,immoask,prix_m2_trop_bas
"chambre salon,louer,lome,carrefour minamadou",LOCATION,Chambre Salon,agoe,60000,1.0,64.0,immoask,prix_m2_trop_bas
"2 chambres salon,louer,lomé,segbe",LOCATION,Maison,segbe,35000,2.0,48.0,immoask,prix_m2_trop_bas
"2 chambres salon,louer,lome,segbe",LOCATION,Maison,segbe,45000,2.0,48.0,immoask,prix_m2_trop_bas
"villa meublée,louer,lome,lome madibar",LOCATION,Villa,adidogome,650000,11.0,1200.0,immoask,prix_m2_trop_bas
"villa,louer,lome,gbegnedji",LOCATION,Villa,gbegnedji,80000,3.0,150.0,immoask,prix_m2_trop_bas
"villa,louer,lome,kagome",LOCATION,Villa,kagome,100000,2.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,kagome",LOCATION,Villa,kagome,100000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome, adidogome",LOCATION,Villa,adidogome,350000,4.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avenou",LOCATION,Villa,avenou,350000,3.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avenou",LOCATION,Villa,avenou,350000,3.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,avenou",LOCATION,Villa,avenou,350000,3.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,agoe",LOCATION,Villa,agoe,170000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome, agoe",LOCATION,Villa,agoe,200000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,agoe",LOCATION,Villa,agoe,150000,3.0,200.0,immoask,prix_m2_trop_bas
"villa,louer,lome,adidogome",LOCATION,Villa,adidogome,130000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,kegue",LOCATION,Villa,kegue,180000,3.0,200.0,immoask,prix_m2_trop_bas
"chambre,louer,lome,avepozo",LOCATION,Chambre,avepozo,150000,1.0,1200.0,immoask,prix_m2_trop_bas
"villa,louer,lome,kagome",LOCATION,Villa,kagome,100000,3.0,600.0,immoask,prix_m2_trop_bas
"bureau,louer,lome,noukafou",LOCATION,Bureau,noukafou,100000,5.0,120.0,immoask,prix_m2_trop_bas
"villa,louer,lome,be kpota",LOCATION,Villa,bè,250000,3.0,600.0,immoask,prix_m2_trop_bas
"villa,louer,lome,totsi",LOCATION,Villa,totsi,100000,2.0,120.0,immoask,prix_m2_trop_bas
"villa,louer,lome,agoe",LOCATION,Villa,agoe,80000,2.0,100.0,immoask,prix_m2_trop_bas
"appartement,louer,lome,agoe",LOCATION,Appartement,agoe,300000,3.0,400.0,immoask,prix_m2_trop_bas
"appartement,louer,lome,agoe",LOCATION,Appartement,agoe,70000,3.0,75.0,immoask,prix_m2_trop_bas
"chambre salon,louer,lome,agoe",LOCATION,Chambre Salon,agoe,45000,1.0,60.0,immoask,prix_m2_trop_bas
"appartement,louer,lome,agoe",LOCATION,Appartement,agoe,100000,3.0,120.0,immoask,prix_m2_trop_bas
"villa,louer,lome,agoe",LOCATION,Villa,agoe,300000,3.0,400.0,immoask,prix_m2_trop_bas
"villa,louer,lome,entreprise de l'union",LOCATION,Villa,leo 2000,200000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,louer,lome,entreprise de l'union",LOCATION,Villa,leo 2000,200000,3.0,300.0,immoask,prix_m2_trop_bas
"immeuble commercial,louer,lome,attiegou",LOCATION,Appartement,attiégou,250000,3.0,300.0,immoask,prix_m2_trop_bas
"villa,vendre,lome,amadahome",VENTE,Villa,adidogome,47500000,3.0,10.0,immoask,prix_m2_trop_eleve
"villa,louer,lome,agoe",LOCATION,Villa,agoe,130000,5.0,250.0,immoask,prix_m2_trop_bas
Terrain à vendre,VENTE,Terrain,non spécifié,3500000,,350.0,facebook,zone_invalide
TERRAIN A VENDRE LOMÉ ADETIKOPE,VENTE,Terrain,adetikope,30000,,43.75,facebook,prix_m2_trop_bas
Terrain à GTA LOME,VENTE,Terrain,non spécifié,1100000,,87.5,facebook,zone_invalide
Terrain à vendre,VENTE,Terrain,non spécifié,3000000,,350.0,facebook,zone_invalide
Terrain à vendre,VENTE,Terrain,non spécifié,1800000,,87.5,facebook,zone_invalide
Terrain,VENTE,Terrain,non spécifié,12000000,,700.0,facebook,zone_invalide
Terrain à vendre Djagblé,VENTE,Terrain,non spécifié,1200000,,87.5,facebook,zone_invalide
Des terrains à vendre en ville a lomé,VENTE,Terrain,non spécifié,1000000,,43.75,facebook,zone_invalide
Terrain à vendre,VENTE,Terrain,non spécifié,1200000,,87.5,facebook,zone_invalide
Terrain à vendre Djagblé,VENTE,Terrain,non spécifié,1200000,,87.5,facebook,zone_invalide
Des terrains à vendre en ville a lomé,VENTE,Terrain,non spécifié,1000000,,43.75,facebook,zone_invalide
OPPORTUNITÉ UNIQUE À LOMÉ – TERRAIN AU BORD DU GOUDRON EN ANGLE DE RUE DE 499m² CLÔTURÉ SUR LA ROUTE,VENTE,Terrain,non spécifié,4900000,,499.0,facebook,zone_invalide
Terrain à vendre avec titre foncier,VENTE,Terrain,non spécifié,20000000,,700.0,facebook,zone_invalide
Terrain 1/8 à vendre avec construction,VENTE,Terrain,non spécifié,4000000,,350.0,facebook,zone_invalide
Terrain,VENTE,Terrain,non spécifié,2000000,,87.5,facebook,zone_invalide
"😁😁LOCATION EN *CENTRE VILLE DE LOMÉ* 
lckim🆘
 *PRODUIT DIRECT¹AA* 


*VILLA TRIPLEX DE 10 CHAMBRE",LOCATION,Villa,non spécifié,600000,10.0,100.0,facebook,zone_invalide
Studio meublé à louer à Lomé,LOCATION,Appartement,non spécifié,15000,1.0,35.0,facebook,zone_invalide
☎️🇹🇬 TÉL [hidden information] chambre salon meublé à Lomé totsi,VENTE,Terrain,non spécifié,15000,2.0,20.0,facebook,zone_invalide
☎️🇹🇬 TÉL [hidden information] studio meublé à Lomé totsi,VENTE,Appartement,non spécifié,13000,1.0,35.0,facebook,zone_invalide
Appartement / condominium de 1 chambre et 1 salle de bain 1 bed · 1 bath,LOCATION,Appartement,be,20000,1.0,60.0,facebook,prix_m2_trop_bas
☎️🇹🇬 TÉL[hidden information] Appartement meublé Lomé totsi,LOCATION,Appartement,non spécifié,15000,2.0,60.0,facebook,zone_invalide
Pièce meublée en ville de Lomé.,LOCATION,Appartement,non spécifié,10000,1.0,20.0,facebook,zone_invalide
☎️🇹🇬 TÉL [hidden information] Appartement meublé Lomé tokoin pharmacie gbonssime,LOCATION,Appartement,tokoin,15000,2.0,60.0,facebook,prix_m2_trop_bas
☎️🇹🇬 TÉL[hidden information] Appartement meublé à Lomé avedji,LOCATION,Appartement,avedji,20000,1.0,60.0,facebook,prix_m2_trop_bas
Location maison meublee ,LOCATION,Terrain,non spécifié,40000,1.0,20.0,facebook,zone_invalide
Location appartement ,LOCATION,Appartement,non spécifié,35000,1.0,20.0,facebook,zone_invalide
"Location cour unique 

Zossimé non loin du marché 

nous mettons en location une chambre salon plafo",LOCATION,Terrain,non spécifié,30000,2.0,20.0,facebook,zone_invalide
LOCATION,LOCATION,Terrain,non spécifié,70000,,20.0,facebook,zone_invalide
Location,LOCATION,Terrain,non spécifié,70000,,20.0,facebook,zone_invalide
Cours unique chambre salon,VENTE,Villa,non spécifié,40000,2.0,20.0,facebook,zone_invalide
Appartement scindé en cour unique,VENTE,Villa,non spécifié,65000,3.0,60.0,facebook,zone_invalide
TERRAIN A VENDRE AKATO,VENTE,Terrain,non spécifié,150000,,43.75,facebook,zone_invalide
Terrain à vendre,VENTE,Terrain,non spécifié,5500000,,350.0,facebook,zone_invalide
Lomé Togo terrain à vendre,VENTE,Terrain,non spécifié,90000000,,700.0,facebook,zone_invalide
Terrain un lot en vente a lome aképé port sec,VENTE,Terrain,non spécifié,9000000,,350.0,facebook,zone_invalide
Terrain fiable à vendre,VENTE,Terrain,non spécifié,2800000,,350.0,facebook,zone_invalide
"*A VENDRE*
02 LOT de terrain au cœur du grand marché de LOMÉ.
Surface : 1000 m2.

Situés en angle de",VENTE,Terrain,non spécifié,1000000000,,700.0,facebook,zone_invalide
Terrain demi Lot,VENTE,Terrain,non spécifié,35000000,,700.0,facebook,zone_invalide
Terrain à Lomé 🇹🇬,VENTE,Terrain,non spécifié,120000000,,700.0,facebook,zone_invalide
TERRAINS AGRICOLES EN VENTE À AZAHOUN,VENTE,Terrain,non spécifié,1300000,,87.5,facebook,zone_invalide
Terrain en vente a Lomé aképé,VENTE,Terrain,non spécifié,9000000,,350.0,facebook,zone_invalide
Terrain : 1/2 lot avec Titre Foncier P à klikamé non loin campus Lomé,VENTE,Terrain,non spécifié,19000000,,175.0,facebook,zone_invalide
Terrain à vendre à Lomé akepe,VENTE,Terrain,non spécifié,9000000,,350.0,facebook,zone_invalide
Terrain à vendre au grand marché de lomé (Assigame),VENTE,Terrain,non spécifié,1000000,,43.75,facebook,zone_invalide
VENTE DE TERRAIN A NOTSÈ 13 KL AU GOUDRON 🇹🇬,VENTE,Terrain,non spécifié,400000,,43.75,facebook,zone_invalide
VENTE DE TERRAIN A NOTSÈ À 13 KLM DU GOUDRON 🇹🇬,VENTE,Terrain,non spécifié,400000,,43.75,facebook,zone_invalide
TERRAIN À VENDRE,VENTE,Terrain,non spécifié,4000000,,350.0,facebook,zone_invalide
Terrain quart de Lot en vente a Lomé mission tové,VENTE,Terrain,non spécifié,2000000,,87.5,facebook,zone_invalide
Location appartement 2 chambres salon à la Caisse,LOCATION,Appartement,la caisse,130000000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement haut standing meublée à SOTED,LOCATION,Appartement,soted,7000000,,,coinafrique,prix_ou_surface_manquant
Location appartement 2 chambres salon meublé à Nukafu,LOCATION,Appartement,nukafu,4300000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 4 chambres meublé - Togo,LOCATION,Appartement,togo,1900000,4.0,,coinafrique,zone_invalide
Location appartement meublée 4 pièces - Assivito,LOCATION,Appartement,assivito,1500000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée 4 pièces - Centre ville fréau jardin,LOCATION,Appartement,centre ville freau jardin,1500000,4.0,,coinafrique,prix_ou_surface_manquant
"Location appartement - Cité renaissance (,caise de lomê)",LOCATION,Appartement,non precise,1400000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé haut standing Nyekonakpoe,LOCATION,Appartement,nyekonakpoe,1100000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Klikamé,LOCATION,Appartement,klikame,950000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé haut standings - Klikamé n,LOCATION,Appartement,klikame n,950000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 4 pièces - Lomé,LOCATION,Appartement,lome,900000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement chambre salon meublé centre ville Fréau jardin.,LOCATION,Appartement,centre ville,900000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 02 pièces Lomé_fréau jardin,LOCATION,Appartement,freau jardin,900000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement chambre salon à centre ville Fréau jardin,LOCATION,Appartement,centre ville freau jardin,900000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé Lomé_fréau jardin,LOCATION,Appartement,centre ville freau jardin,900000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces à Lomé,LOCATION,Appartement,lome,900000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Centre ville Fréau jardin,LOCATION,Appartement,centre ville freau jardin,900000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé haut standing de l'aéroport,LOCATION,Appartement,togo 2000,900000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublée de 02 pièces à aéroport,LOCATION,Appartement,hedzranawoe aeroport,900000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublée 02 pièces - cité renaissance Lomé,LOCATION,Appartement,non precise,750000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 2 chambres salon Lomé cité Renaissance,LOCATION,Appartement,non precise,750000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Lomé,LOCATION,Appartement,lome,750000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Lomé cité renaissance,LOCATION,Appartement,lome,750000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée 04 pièces - Avédji coconut,LOCATION,Appartement,avedji,700000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée 03 pièces - Ablogamé,LOCATION,Appartement,ablogame,700000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 4 pièces - Lomé,LOCATION,Appartement,lome,700000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée 03 pièces à Bè hôpital,LOCATION,Appartement,be,700000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Agoe,LOCATION,Appartement,agoe,650000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Avenou,LOCATION,Appartement,avenou,650000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 4 pièces - Nukafu,LOCATION,Appartement,nukafu,650000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement chambres salon Amadahomè CAP,LOCATION,Appartement,amadahome,650000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 chambres haut standing Agoè Minamadou,LOCATION,Appartement,agoe,600000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée de 02 pièces à adidoadin,LOCATION,Appartement,adidoadin,600000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement haut standing meublée de 02 pièces à Totsi,LOCATION,Appartement,totsi,600000,2.0,,coinafrique,prix_ou_surface_manquant
location appartements meublés 2 pièces - Hedranawoe,LOCATION,Appartement,hedzranawoe,550000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée 03 pièces - Djidjolé,LOCATION,Appartement,djidjole,550000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Totsi,LOCATION,Appartement,totsi,550000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé de 03 pièces à Bè kpota,LOCATION,Appartement,be,550000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 4 pièces à Agoè minamadou,LOCATION,Appartement,agoe,500000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublés 3 pièces - Hedranawoe,LOCATION,Appartement,hedzranawoe,500000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Pharmacie Hedzanawoe,LOCATION,Appartement,hedzranawoe,500000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements 2 pièces - Adidoadin,LOCATION,Appartement,adidoadin,500000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 03 pièces Avénou,LOCATION,Appartement,avenou,500000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement deux chambres salon à la Caisse,LOCATION,Appartement,la caisse,500000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 02 pièces agoe minamadou,LOCATION,Appartement,agoe minamadou,500000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 2 pièces - Avenou,LOCATION,Appartement,avenou,500000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 2 chambres salon - Kegue bouli com,LOCATION,Appartement,kegue bouli com,500000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces - Agoe Minamadou,LOCATION,Appartement,agoe minamadou,500000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meuble - Assiyeye,LOCATION,Appartement,assiyeye,500000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Bé rue de locame,LOCATION,Appartement,be rue de locame,450000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 2 pièces - Hedranawoé,LOCATION,Appartement,hedzranawoe,450000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces a Hedranawoé,LOCATION,Appartement,hedzranawoe,450000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements 1 pièces - lomé,LOCATION,Appartement,lome,450000,1.0,,coinafrique,prix_ou_surface_manquant
Location apparemment de 02 pièces - Lomé cité renaissance,LOCATION,Appartement,lome,450000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements 4 pièces - Avénou,LOCATION,Appartement,avenou,450000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublés piscine 4 pièces - Amadahome,LOCATION,Appartement,amadahome,450000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement duplex - Adidogomé Madiba,LOCATION,Appartement,adidogome,450000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Djidjolé Lomé,LOCATION,Appartement,djidjole,450000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Djidjolé,LOCATION,Appartement,djidjole,450000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Minamadou,LOCATION,Appartement,minamadou,450000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Forever,LOCATION,Appartement,forever,450000,,,coinafrique,zone_description_lieu
Location appartement meublé - Lomé,LOCATION,Appartement,lome,450000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Agoè Demakpoe,LOCATION,Appartement,agoe,400000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meuble a Agoè boisson,LOCATION,Appartement,agoe,400000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces à Ablogamé hôtel la paix,LOCATION,Appartement,ablogame,400000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements de 02 pièces - Lomé aéroport,LOCATION,Appartement,hedzranawoe aeroport,400000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé de 2 chambres salon à Koffi Panou,LOCATION,Appartement,koffi panou,400000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement 2 chambre salon à Ablogamer,LOCATION,Appartement,ablogame,400000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements haut standing meublée de chambre salon à Amadahome cap,LOCATION,Appartement,amadahome cap,400000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé chambre salon à Adidogomé,LOCATION,Appartement,adidogome,350000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces à Totsi,LOCATION,Appartement,totsi,350000,3.0,,coinafrique,prix_ou_surface_manquant
Location meublé 3 pièces à Adidogomé,LOCATION,Appartement,adidogome,350000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 3 pièces à Togo 2000,LOCATION,Appartement,togo,350000,3.0,,coinafrique,zone_invalide
Location appartement meublés 2 pièces - Meche Amina,LOCATION,Appartement,meche amina,350000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublés piscine 3 pièces - amadahome,LOCATION,Appartement,amadahome,350000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublés 3 pièces - Hédzranawoé,LOCATION,Appartement,hedzranawoe,350000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 4 pièces à Hedranawoé aéroport,LOCATION,Appartement,hedzranawoe aeroport,350000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée 3 pièces - Agoe demakpoe,LOCATION,Appartement,agoe demakpoe,350000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements 2 pièces - Adidoadin,LOCATION,Appartement,adidoadin,350000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublés 2 pièces à Avenou,LOCATION,Appartement,avenou,350000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublés 3 pièces à Avedji Limous,LOCATION,Appartement,avedji limous,350000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 4 chambres salon à Djidjolé donou au bord du goudron,LOCATION,Appartement,djidjole,350000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublée de chambre salon bon standing Tokoin ramco,LOCATION,Appartement,tokoin,350000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublée chambre salon bon standing à Tokoin Ramco*,LOCATION,Appartement,tokoin,350000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Forever,LOCATION,Appartement,forever,350000,3.0,,coinafrique,zone_description_lieu
Location appartement meublé 4 pièces à Decon centre ville lomé,LOCATION,Appartement,decon centre ville lome,350000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Adidogomé,LOCATION,Appartement,adidogome,350000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé - Avedji,LOCATION,Appartement,avedji,350000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé à Tosti Blimkome à 150m du goudron,LOCATION,Appartement,tosti blimkome a,350000,,,coinafrique,prix_ou_surface_manquant
"Location appartement 4 pièces à tokoin doumassesse (lomé) mois : 350 000 f avance : 3 mois | caution : 6 mois ➡️ un appartement de standing hôtelier situé à l’étage, dans un envir",LOCATION,Appartement,tokoin,350000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartements 3 pièces - Adetikopé,LOCATION,Appartement,adetikope,350000,3.0,600.0,coinafrique,prix_m2_trop_bas
Location appartement meublé 2 pièces - Hedjranawoe,LOCATION,Appartement,hedzranawoe,350000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 2 pièces - Hedranawoe,LOCATION,Appartement,hedzranawoe,350000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements 3 pièces à Tokoin Wuiti,LOCATION,Appartement,tokoin,340000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 3 pièces - Agoe Bodjona,LOCATION,Appartement,agoe bodjona,320000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartement 4 pièces - Wuiti,LOCATION,Appartement,wuiti,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé chambre salon à Djidjolé,LOCATION,Appartement,djidjole,300000,,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 2 pièces à Hedzranawoe,LOCATION,Appartement,hedzranawoe,300000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 4 pièces à Tokoin franscicain,LOCATION,Appartement,tokoin,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location appartement meublé 4 pièces à Tokoin franciscain,LOCATION,Appartement,tokoin,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location Appartement 4 pièces - Wuiti,LOCATION,Appartement,wuiti,300000,4.0,,coinafrique,prix_ou_surface_manquant
Location meublé 3 pièces à Adidogomé,LOCATION,Appartement,adidogome,300000,3.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublés 2 pièces - Adidogome Amadahome,LOCATION,Appartement,amadahome,300000,2.0,,coinafrique,prix_ou_surface_manquant
Location appartements meublés 5 pièces - Kpota,LOCATION,Appartement,be kpota,300000,5.0,,coinafrique,prix_ou_surface_manquant
"Location appartements meublés 6 pièces - adidogomé, lomé",LOCATION,Appartement,adidogome,300000,6.0,,coinafrique,prix_ou_surface_manquant
